distance,consume,speed,temp_inside,temp_outside,gas_type,AC,rain,sun,target_num,consume/dist.,consume/speed
19.8,4.0,56,22.0,17,SP98,0,0,1,1,0.20202020202020202,0.07142857142857142
11.3,4.3,38,22.0,17,SP98,0,0,0,1,0.3805309734513274,0.1131578947368421
11.5,5.3,53,22.0,15,SP98,0,0,0,1,0.4608695652173913,0.09999999999999999
21.4,5.2,51,22.0,13,SP98,0,0,0,1,0.2429906542056075,0.10196078431372549
32.0,4.9,53,22.0,15,SP98,0,0,0,1,0.153125,0.09245283018867925
41.9,4.7,53,22.0,14,SP98,0,0,0,1,0.11217183770883056,0.08867924528301888
211.0,4.6,80,22.0,20,SP98,0,0,0,1,0.021800947867298578,0.057499999999999996
216.1,5.3,90,22.0,21,SP98,0,0,1,1,0.024525682554372975,0.058888888888888886
25.5,3.6,27,22.0,27,SP98,0,0,1,1,0.1411764705882353,0.13333333333333333
16.6,4.2,52,22.0,15,SP98,0,1,0,1,0.25301204819277107,0.08076923076923077
25.9,4.1,43,22.0,24,SP98,0,0,0,1,0.1583011583011583,0.09534883720930232
16.5,4.0,48,22.0,15,SP98,0,0,0,1,0.24242424242424243,0.08333333333333333
22.1,3.9,29,22.0,26,SP98,0,0,0,1,0.1764705882352941,0.13448275862068965
16.6,3.7,49,22.0,17,E10,0,0,0,0,0.22289156626506024,0.07551020408163266
15.4,4.5,43,22.0,24,E10,0,0,0,0,0.2922077922077922,0.10465116279069768
16.5,3.9,43,22.0,17,E10,0,0,0,0,0.23636363636363636,0.09069767441860464
15.4,5.1,21,22.0,24,E10,0,0,0,0,0.3311688311688311,0.24285714285714283
18.4,4.2,59,22.0,24,E10,0,0,0,0,0.2282608695652174,0.0711864406779661
39.5,4.2,58,22.0,25,E10,0,0,0,0,0.10632911392405063,0.07241379310344828
21.5,4.8,47,25.0,27,E10,1,0,1,0,0.22325581395348837,0.10212765957446808
4.8,4.7,26,25.0,18,E10,0,0,0,0,0.9791666666666667,0.18076923076923077
100.9,4.7,87,23.5,22,E10,0,0,0,0,0.04658077304261645,0.054022988505747126
129.7,4.6,58,24.0,21,E10,0,0,0,0,0.035466461063993836,0.0793103448275862
16.6,3.8,43,21.5,16,E10,0,0,0,0,0.22891566265060237,0.08837209302325581
15.4,4.2,50,21.5,21,E10,0,0,0,0,0.2727272727272727,0.084
16.0,3.7,45,22.0,17,E10,0,0,0,0,0.23125,0.08222222222222222
16.0,4.2,41,22.0,15,E10,0,0,0,0,0.2625,0.10243902439024391
15.4,4.1,45,22.0,24,E10,0,0,0,0,0.2662337662337662,0.0911111111111111
16.0,4.0,43,22.0,16,E10,0,0,0,0,0.25,0.09302325581395349
21.0,3.8,37,22.0,21,E10,0,0,0,0,0.18095238095238095,0.1027027027027027
15.4,3.8,47,22.0,24,E10,0,0,0,0,0.24675324675324672,0.08085106382978723
16.0,3.8,42,22.0,17,E10,0,0,0,0,0.2375,0.09047619047619047
16.1,5.1,30,25.0,16,E10,1,1,0,0,0.31677018633540366,0.16999999999999998
16.0,4.0,42,22.0,15,E10,0,0,0,0,0.25,0.09523809523809523
15.4,4.8,40,22.0,18,E10,0,0,0,0,0.3116883116883117,0.12
17.2,3.9,35,22.0,16,E10,0,0,0,0,0.22674418604651164,0.11142857142857143
16.6,4.6,50,22.0,25,E10,0,0,0,0,0.2771084337349397,0.092
18.3,4.3,46,22.0,16,SP98,0,0,0,1,0.2349726775956284,0.09347826086956522
16.1,4.8,36,22.0,18,SP98,0,1,0,1,0.29813664596273287,0.13333333333333333
16.0,4.1,46,22.0,17,SP98,0,0,0,1,0.25625,0.0891304347826087
16.3,4.0,35,22.0,23,SP98,0,0,0,1,0.24539877300613497,0.11428571428571428
16.0,3.7,44,22.0,16,SP98,0,0,0,1,0.23125,0.08409090909090909
18.3,4.3,46,22.0,23,SP98,0,0,0,1,0.2349726775956284,0.09347826086956522
4.5,5.2,23,22.0,23,SP98,0,0,1,1,1.1555555555555557,0.22608695652173913
17.0,4.2,48,22.0,16,SP98,0,0,0,1,0.24705882352941178,0.08750000000000001
6.1,5.0,35,24.5,18,SP98,0,0,0,1,0.819672131147541,0.14285714285714285
6.1,5.0,33,22.0,24,SP98,0,0,1,1,0.819672131147541,0.15151515151515152
17.3,4.2,36,22.0,22,SP98,0,0,0,1,0.24277456647398843,0.11666666666666667
6.0,4.8,27,22.0,17,SP98,0,0,0,1,0.7999999999999999,0.17777777777777778
16.0,4.1,45,22.0,15,SP98,0,0,0,1,0.25625,0.0911111111111111
15.4,4.9,55,22.0,18,SP98,0,0,0,1,0.3181818181818182,0.0890909090909091
15.4,4.3,39,22.0,23,SP98,0,0,0,1,0.2792207792207792,0.11025641025641025
16.0,3.9,35,22.0,18,SP98,0,0,0,1,0.24375,0.11142857142857143
15.4,4.5,52,22.0,26,SP98,0,0,0,1,0.2922077922077922,0.08653846153846154
16.6,4.1,48,25.5,30,SP98,1,0,1,1,0.24698795180722888,0.08541666666666665
15.4,5.0,48,25.5,31,SP98,1,0,0,1,0.3246753246753247,0.10416666666666667
16.0,4.0,43,22.0,21,SP98,1,0,0,1,0.25,0.09302325581395349
15.4,4.5,42,22.0,30,SP98,0,0,0,1,0.2922077922077922,0.10714285714285714
16.0,3.6,43,22.0,19,SP98,0,0,0,1,0.225,0.08372093023255814
20.9,4.1,33,22.0,21,SP98,0,0,0,1,0.19617224880382775,0.12424242424242424
32.1,3.9,47,22.0,26,SP98,0,0,0,1,0.12149532710280372,0.08297872340425531
15.3,6.6,16,24.0,27,SP98,1,0,0,1,0.4313725490196078,0.4125
28.5,4.0,44,25.0,23,SP98,1,0,0,1,0.14035087719298245,0.09090909090909091
11.9,3.7,33,25.0,19,SP98,0,0,0,1,0.31092436974789917,0.11212121212121212
14.5,4.3,36,25.0,22,SP98,0,0,0,1,0.296551724137931,0.11944444444444444
16.6,4.1,49,22.0,26,SP98,0,0,1,1,0.24698795180722888,0.08367346938775509
16.2,4.4,39,24.5,17,SP98,1,0,0,1,0.271604938271605,0.11282051282051284
16.7,3.8,44,24.5,23,SP98,0,0,1,1,0.2275449101796407,0.08636363636363636
8.3,5.0,52,24.5,27,SP98,0,0,0,1,0.6024096385542168,0.09615384615384616
5.5,3.7,33,24.5,28,SP98,0,0,1,1,0.6727272727272727,0.11212121212121212
13.6,3.7,33,24.5,28,SP98,0,0,1,1,0.2720588235294118,0.11212121212121212
16.0,3.7,39,24.5,18,SP98,0,0,0,1,0.23125,0.09487179487179488
16.1,4.3,38,25.0,31,SP98,1,0,0,1,0.26708074534161486,0.1131578947368421
16.0,3.8,45,25.0,19,SP98,0,0,0,1,0.2375,0.08444444444444445
15.4,4.6,42,25.0,31,SP98,1,0,0,1,0.2987012987012987,0.10952380952380951
14.7,5.0,25,25.0,30,SP98,1,0,0,1,0.3401360544217687,0.2
